real	34m55.755s
user	32m29.944s
sys	1m23.012s




total_elements, symbols, declare_fun, declare_sort, check_sat, assert, argument, push, pop, let_bindings, forall, exists, core_true, core_false, core_not, core_imply, core_and, core_or, core_xor, core_distinct, mult, plus, equals, int_le_or_gr, int_leq_or_grq, bvand, bvor, bvxor, bvnand, bvnor, bvcomp, bvadd, bvmul, bvs_l_g, bvs_le_ge, bvu_l_g, bvu_le_ge  
137504, 72464, 42, 0, 1, 1, 0, 0, 0, 10602, 0, 0, 0, 0, 1838, 0, 1, 0, 0, 0, 0, 0, 2465, 0, 0, 28886, 18998, 1598, 0, 0, 0, 30722, 1, 103, 50, 241, 241
41737, 21574, 42, 0, 1, 1, 0, 0, 0, 3168, 0, 0, 0, 0, 1351, 0, 1, 0, 0, 0, 0, 0, 1851, 0, 0, 7350, 4685, 1257, 0, 0, 0, 8675, 1, 94, 50, 198, 201
51018, 26506, 42, 0, 1, 1, 0, 0, 0, 3914, 0, 0, 0, 0, 1439, 0, 1, 0, 0, 0, 0, 0, 1952, 0, 0, 9385, 6019, 1315, 0, 0, 0, 10797, 1, 88, 47, 204, 220
27594, 13936, 3, 0, 1, 1, 0, 0, 0, 1936, 0, 0, 0, 0, 988, 0, 1, 0, 0, 0, 0, 0, 1341, 0, 0, 4949, 3220, 783, 0, 0, 0, 5678, 1, 84, 35, 141, 168
121405, 63921, 42, 0, 1, 1, 0, 0, 0, 9373, 0, 0, 0, 0, 1768, 0, 1, 0, 0, 0, 0, 0, 2374, 0, 0, 25264, 16570, 1538, 0, 0, 0, 27014, 1, 113, 50, 223, 226
22, 11, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
9323, 4830, 3, 0, 1, 1, 0, 0, 0, 644, 0, 0, 0, 0, 669, 0, 1, 0, 0, 0, 0, 0, 820, 0, 0, 1262, 741, 359, 0, 0, 0, 1695, 1, 46, 28, 69, 80
32525, 16596, 16, 0, 1, 1, 0, 0, 0, 2376, 0, 0, 0, 0, 1135, 0, 1, 0, 0, 0, 0, 0, 1569, 0, 0, 5722, 3674, 1003, 0, 0, 0, 6682, 1, 86, 28, 164, 177
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
37, 16, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6, 4, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
36592, 18824, 42, 0, 1, 1, 0, 0, 0, 2699, 0, 0, 0, 0, 1257, 0, 1, 0, 0, 0, 0, 0, 1729, 0, 0, 6353, 4053, 1136, 0, 0, 0, 7554, 1, 82, 45, 194, 196
12011, 6157, 3, 0, 1, 1, 0, 0, 0, 840, 0, 0, 0, 0, 744, 0, 1, 0, 0, 0, 0, 0, 929, 0, 0, 1784, 1096, 414, 0, 0, 0, 2285, 1, 56, 24, 85, 85
121221, 63829, 42, 0, 1, 1, 0, 0, 0, 9354, 0, 0, 0, 0, 1759, 0, 1, 0, 0, 0, 0, 0, 2364, 0, 0, 25236, 16552, 1534, 0, 0, 0, 26972, 1, 98, 46, 232, 246
15, 8, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
11, 6, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
162938, 86146, 42, 0, 1, 1, 0, 0, 0, 12601, 0, 0, 0, 0, 2143, 0, 1, 0, 0, 0, 0, 0, 2829, 0, 0, 34121, 22407, 1963, 0, 0, 0, 36589, 2, 103, 62, 252, 283
53241, 27628, 42, 0, 1, 1, 0, 0, 0, 4091, 0, 0, 0, 0, 1464, 0, 1, 0, 0, 0, 0, 0, 1980, 0, 0, 9892, 6359, 1320, 0, 0, 0, 11323, 1, 84, 54, 217, 219
75196, 39368, 42, 0, 1, 1, 0, 0, 0, 5803, 0, 0, 0, 0, 1582, 0, 1, 0, 0, 0, 0, 0, 2143, 0, 0, 14779, 9578, 1427, 0, 0, 0, 16337, 1, 96, 47, 231, 216
6009, 3157, 3, 0, 1, 1, 0, 0, 0, 407, 0, 0, 0, 0, 545, 0, 1, 0, 0, 0, 0, 0, 668, 0, 0, 661, 352, 282, 0, 0, 0, 1008, 1, 44, 22, 54, 57
38, 25, 5, 0, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 7, 0, 0, 2, 0, 0
217576, 115901, 45, 0, 1, 1, 0, 0, 0, 16737, 0, 0, 0, 0, 2691, 0, 1, 0, 0, 0, 0, 0, 3470, 0, 0, 45712, 30126, 2276, 0, 0, 0, 49089, 7, 118, 61, 309, 310
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
221467, 118015, 45, 0, 1, 1, 0, 0, 0, 16951, 0, 0, 0, 0, 2799, 0, 1, 0, 0, 0, 0, 0, 3614, 0, 0, 46371, 30598, 2346, 0, 0, 0, 49945, 9, 108, 63, 327, 329
11918, 6115, 3, 0, 1, 1, 0, 0, 0, 838, 0, 0, 0, 0, 734, 0, 1, 0, 0, 0, 0, 0, 917, 0, 0, 1770, 1089, 410, 0, 0, 0, 2265, 1, 52, 29, 91, 92
160532, 84802, 42, 0, 1, 1, 0, 0, 0, 12356, 0, 0, 0, 0, 2006, 0, 1, 0, 0, 0, 0, 0, 2675, 0, 0, 33892, 22365, 1746, 0, 0, 0, 35971, 2, 120, 56, 248, 280
26673, 13447, 3, 0, 1, 1, 0, 0, 0, 1889, 0, 0, 0, 0, 968, 0, 1, 0, 0, 0, 0, 0, 1302, 0, 0, 4786, 3121, 741, 0, 0, 0, 5499, 1, 82, 41, 132, 137
7, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
133, 69, 3, 0, 1, 1, 0, 0, 0, 9, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 0, 0, 0, 13, 1, 3, 3, 4, 5
6351, 3338, 3, 0, 1, 1, 0, 0, 0, 440, 0, 0, 0, 0, 573, 0, 1, 0, 0, 0, 0, 0, 708, 0, 0, 694, 364, 304, 0, 0, 0, 1056, 1, 40, 26, 68, 59
29663, 15034, 3, 0, 1, 1, 0, 0, 0, 2097, 0, 0, 0, 0, 1035, 0, 1, 0, 0, 0, 0, 0, 1427, 0, 0, 5314, 3436, 881, 0, 0, 0, 6083, 1, 78, 39, 151, 155
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
43118, 22282, 42, 0, 1, 1, 0, 0, 0, 3269, 0, 0, 0, 0, 1394, 0, 1, 0, 0, 0, 0, 0, 1898, 0, 0, 7628, 4860, 1274, 0, 0, 0, 8989, 1, 107, 50, 208, 195
18, 9, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
547, 293, 3, 0, 1, 1, 0, 0, 0, 39, 0, 0, 0, 0, 54, 0, 1, 0, 0, 0, 0, 0, 67, 0, 0, 17, 0, 32, 0, 0, 0, 52, 1, 12, 6, 9, 9
31180, 15837, 16, 0, 1, 1, 0, 0, 0, 2240, 0, 0, 0, 0, 1090, 0, 1, 0, 0, 0, 0, 0, 1502, 0, 0, 5543, 3574, 949, 0, 0, 0, 6383, 1, 76, 35, 154, 178
312, 167, 3, 0, 1, 1, 0, 0, 0, 24, 0, 0, 0, 0, 27, 0, 1, 0, 0, 0, 0, 0, 34, 0, 0, 8, 0, 17, 0, 0, 0, 29, 1, 6, 4, 2, 8
9, 5, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28773, 14561, 3, 0, 1, 1, 0, 0, 0, 2060, 0, 0, 0, 0, 1016, 0, 1, 0, 0, 0, 0, 0, 1397, 0, 0, 5150, 3338, 850, 0, 0, 0, 5898, 1, 75, 37, 146, 145
217677, 115955, 45, 0, 1, 1, 0, 0, 0, 16747, 0, 0, 0, 0, 2702, 0, 1, 0, 0, 0, 0, 0, 3482, 0, 0, 45725, 30130, 2276, 0, 0, 0, 49117, 7, 105, 56, 314, 310
99, 77, 13, 0, 1, 1, 0, 0, 0, 16, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 2, 1
124696, 65660, 42, 0, 1, 1, 0, 0, 0, 9596, 0, 0, 0, 0, 1791, 0, 1, 0, 0, 0, 0, 0, 2408, 0, 0, 25985, 17053, 1563, 0, 0, 0, 27768, 1, 91, 44, 220, 227
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
47047, 24283, 42, 0, 1, 1, 0, 0, 0, 3544, 0, 0, 0, 0, 1396, 0, 1, 0, 0, 0, 0, 0, 1903, 0, 0, 8541, 5490, 1286, 0, 0, 0, 9906, 1, 93, 52, 190, 198
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16511, 8308, 3, 0, 1, 1, 0, 0, 0, 1165, 0, 0, 0, 0, 791, 0, 1, 0, 0, 0, 0, 0, 988, 0, 0, 2815, 1820, 454, 0, 0, 0, 3358, 1, 50, 33, 72, 93
4, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
169956, 89984, 42, 0, 1, 1, 0, 0, 0, 13124, 0, 0, 0, 0, 2400, 0, 1, 0, 0, 0, 0, 0, 3118, 0, 0, 35251, 23128, 2193, 0, 0, 0, 38097, 7, 108, 55, 297, 324
27075, 13652, 3, 0, 1, 1, 0, 0, 0, 1902, 0, 0, 0, 0, 971, 0, 1, 0, 0, 0, 0, 0, 1306, 0, 0, 4872, 3178, 751, 0, 0, 0, 5590, 1, 61, 30, 131, 144
220178, 117257, 45, 0, 1, 1, 0, 0, 0, 16838, 0, 0, 0, 0, 2774, 0, 1, 0, 0, 0, 0, 0, 3577, 0, 0, 46148, 30442, 2330, 0, 0, 0, 49686, 9, 101, 63, 290, 338
50968, 26483, 42, 0, 1, 1, 0, 0, 0, 3909, 0, 0, 0, 0, 1435, 0, 1, 0, 0, 0, 0, 0, 1948, 0, 0, 9376, 6014, 1315, 0, 0, 0, 10784, 1, 82, 50, 212, 213
39238, 20223, 42, 0, 1, 1, 0, 0, 0, 2952, 0, 0, 0, 0, 1292, 0, 1, 0, 0, 0, 0, 0, 1779, 0, 0, 6855, 4373, 1222, 0, 0, 0, 8123, 1, 97, 51, 186, 198
674, 359, 3, 0, 1, 1, 0, 0, 0, 46, 0, 0, 0, 0, 61, 0, 1, 0, 0, 0, 0, 0, 85, 0, 0, 25, 0, 41, 0, 0, 0, 62, 1, 18, 7, 15, 17
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4318, 2303, 3, 0, 1, 1, 0, 0, 0, 283, 0, 0, 0, 0, 429, 0, 1, 0, 0, 0, 0, 0, 537, 0, 0, 397, 179, 249, 0, 0, 0, 655, 1, 38, 17, 41, 47
4223, 2253, 3, 0, 1, 1, 0, 0, 0, 276, 0, 0, 0, 0, 423, 0, 1, 0, 0, 0, 0, 0, 531, 0, 0, 381, 168, 249, 0, 0, 0, 633, 1, 33, 15, 40, 53
6808, 3567, 3, 0, 1, 1, 0, 0, 0, 458, 0, 0, 0, 0, 627, 0, 1, 0, 0, 0, 0, 0, 768, 0, 0, 730, 379, 328, 0, 0, 0, 1122, 1, 43, 31, 67, 71
32564, 16614, 16, 0, 1, 1, 0, 0, 0, 2382, 0, 0, 0, 0, 1135, 0, 1, 0, 0, 0, 0, 0, 1571, 0, 0, 5724, 3674, 1011, 0, 0, 0, 6687, 1, 87, 39, 161, 177
31377, 15947, 16, 0, 1, 1, 0, 0, 0, 2276, 0, 0, 0, 0, 1106, 0, 1, 0, 0, 0, 0, 0, 1529, 0, 0, 5556, 3577, 966, 0, 0, 0, 6407, 1, 81, 41, 170, 166
155, 79, 3, 0, 1, 1, 0, 0, 0, 9, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 2, 0, 3, 0, 0, 0, 16, 1, 4, 5, 3, 5
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
124742, 65675, 42, 0, 1, 1, 0, 0, 0, 9598, 0, 0, 0, 0, 1793, 0, 1, 0, 0, 0, 0, 0, 2410, 0, 0, 25995, 17062, 1563, 0, 0, 0, 27781, 1, 102, 55, 213, 236
37083, 19074, 42, 0, 1, 1, 0, 0, 0, 2794, 0, 0, 0, 0, 1277, 0, 1, 0, 0, 0, 0, 0, 1760, 0, 0, 6376, 4055, 1216, 0, 0, 0, 7634, 1, 103, 45, 212, 202
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
65, 37, 5, 0, 1, 1, 0, 0, 0, 6, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 11, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0
220067, 117193, 45, 0, 1, 1, 0, 0, 0, 16856, 0, 0, 0, 0, 2767, 0, 1, 0, 0, 0, 0, 0, 3566, 0, 0, 46141, 30435, 2318, 0, 0, 0, 49666, 9, 118, 61, 327, 348
7, 4, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23783, 11916, 3, 0, 1, 1, 0, 0, 0, 1663, 0, 0, 0, 0, 892, 0, 1, 0, 0, 0, 0, 0, 1157, 0, 0, 4316, 2843, 598, 0, 0, 0, 4952, 1, 65, 39, 112, 114
21115, 10588, 3, 0, 1, 1, 0, 0, 0, 1456, 0, 0, 0, 0, 837, 0, 1, 0, 0, 0, 0, 0, 1055, 0, 0, 3834, 2529, 504, 0, 0, 0, 4412, 1, 54, 34, 92, 90
16, 7, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0
28492, 14406, 3, 0, 1, 1, 0, 0, 0, 2005, 0, 0, 0, 0, 1008, 0, 1, 0, 0, 0, 0, 0, 1377, 0, 0, 5114, 3318, 821, 0, 0, 0, 5856, 1, 82, 36, 130, 150
66831, 34877, 42, 0, 1, 1, 0, 0, 0, 5135, 0, 0, 0, 0, 1531, 0, 1, 0, 0, 0, 0, 0, 2074, 0, 0, 12935, 8367, 1375, 0, 0, 0, 14432, 1, 105, 45, 216, 238
28435, 14380, 3, 0, 1, 1, 0, 0, 0, 1999, 0, 0, 0, 0, 1006, 0, 1, 0, 0, 0, 0, 0, 1373, 0, 0, 5102, 3312, 821, 0, 0, 0, 5842, 1, 80, 33, 139, 146
121196, 63816, 42, 0, 1, 1, 0, 0, 0, 9322, 0, 0, 0, 0, 1755, 0, 1, 0, 0, 0, 0, 0, 2361, 0, 0, 25235, 16552, 1530, 0, 0, 0, 26969, 1, 99, 58, 229, 240
5, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
112232, 59028, 42, 0, 1, 1, 0, 0, 0, 8639, 0, 0, 0, 0, 1737, 0, 1, 0, 0, 0, 0, 0, 2340, 0, 0, 23183, 15181, 1515, 0, 0, 0, 24903, 1, 104, 47, 211, 238
37114, 19091, 42, 0, 1, 1, 0, 0, 0, 2797, 0, 0, 0, 0, 1282, 0, 1, 0, 0, 0, 0, 0, 1766, 0, 0, 6379, 4055, 1216, 0, 0, 0, 7637, 1, 78, 43, 226, 197
160524, 84794, 42, 0, 1, 1, 0, 0, 0, 12355, 0, 0, 0, 0, 2005, 0, 1, 0, 0, 0, 0, 0, 2674, 0, 0, 33892, 22365, 1746, 0, 0, 0, 35971, 2, 111, 58, 251, 254
345, 281, 2, 0, 1, 1, 0, 0, 0, 64, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 27, 0, 0, 15, 31, 0, 0, 0, 0, 56, 5, 0, 1, 1, 9
217846, 116073, 45, 0, 1, 1, 0, 0, 0, 16753, 0, 0, 0, 0, 2719, 0, 1, 0, 0, 0, 0, 0, 3501, 0, 0, 45729, 30132, 2276, 0, 0, 0, 49154, 9, 100, 64, 325, 321
27223, 13735, 3, 0, 1, 1, 0, 0, 0, 1929, 0, 0, 0, 0, 974, 0, 1, 0, 0, 0, 0, 0, 1317, 0, 0, 4889, 3187, 767, 0, 0, 0, 5610, 1, 75, 34, 134, 170
76992, 40306, 42, 0, 1, 1, 0, 0, 0, 5919, 0, 0, 0, 0, 1598, 0, 1, 0, 0, 0, 0, 0, 2167, 0, 0, 15175, 9840, 1440, 0, 0, 0, 16744, 1, 112, 53, 215, 231
25094, 12609, 3, 0, 1, 1, 0, 0, 0, 1759, 0, 0, 0, 0, 934, 0, 1, 0, 0, 0, 0, 0, 1229, 0, 0, 4514, 2963, 668, 0, 0, 0, 5198, 1, 72, 35, 126, 130
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
109, 81, 13, 0, 1, 1, 0, 0, 0, 15, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 2
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58017, 30249, 42, 0, 1, 1, 0, 0, 0, 4473, 0, 0, 0, 0, 1478, 0, 1, 0, 0, 0, 0, 0, 2003, 0, 0, 10958, 7051, 1334, 0, 0, 0, 12402, 1, 93, 49, 196, 227
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22, 10, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6388, 3357, 3, 0, 1, 1, 0, 0, 0, 441, 0, 0, 0, 0, 578, 0, 1, 0, 0, 0, 0, 0, 715, 0, 0, 695, 364, 306, 0, 0, 0, 1056, 1, 45, 22, 62, 64
58314, 30338, 42, 0, 1, 1, 0, 0, 0, 4478, 0, 0, 0, 0, 1483, 0, 1, 0, 0, 0, 0, 0, 2009, 0, 0, 11029, 7110, 1340, 0, 0, 0, 12482, 1, 95, 52, 225, 219
16477, 8288, 3, 0, 1, 1, 0, 0, 0, 1161, 0, 0, 0, 0, 788, 0, 1, 0, 0, 0, 0, 0, 981, 0, 0, 2812, 1820, 449, 0, 0, 0, 3356, 1, 42, 29, 89, 94
218082, 116195, 45, 0, 1, 1, 0, 0, 0, 16763, 0, 0, 0, 0, 2732, 0, 1, 0, 0, 0, 0, 0, 3516, 0, 0, 45753, 30136, 2282, 0, 0, 0, 49210, 9, 115, 69, 313, 342
23172, 11626, 3, 0, 1, 1, 0, 0, 0, 1621, 0, 0, 0, 0, 877, 0, 1, 0, 0, 0, 0, 0, 1126, 0, 0, 4209, 2773, 564, 0, 0, 0, 4838, 1, 68, 35, 104, 103
9436, 4889, 3, 0, 1, 1, 0, 0, 0, 646, 0, 0, 0, 0, 679, 0, 1, 0, 0, 0, 0, 0, 833, 0, 0, 1278, 751, 359, 0, 0, 0, 1721, 1, 50, 29, 76, 80
45, 22, 2, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 4, 1, 0, 0, 0, 0, 6, 0, 3, 2, 0, 0
9242, 4785, 3, 0, 1, 1, 0, 0, 0, 642, 0, 0, 0, 0, 660, 0, 1, 0, 0, 0, 0, 0, 808, 0, 0, 1258, 740, 349, 0, 0, 0, 1685, 1, 47, 31, 68, 74
7, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2388, 1307, 3, 0, 1, 1, 0, 0, 0, 161, 0, 0, 0, 0, 248, 0, 1, 0, 0, 0, 0, 0, 334, 0, 0, 125, 21, 179, 0, 0, 0, 254, 1, 44, 12, 35, 36
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
46, 19, 4, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 8, 2, 0, 0, 0, 0, 10, 0, 1, 2, 0, 0
36867, 18959, 42, 0, 1, 1, 0, 0, 0, 2781, 0, 0, 0, 0, 1269, 0, 1, 0, 0, 0, 0, 0, 1746, 0, 0, 6368, 4055, 1176, 0, 0, 0, 7597, 1, 92, 45, 223, 204
221384, 117972, 45, 0, 1, 1, 0, 0, 0, 16929, 0, 0, 0, 0, 2790, 0, 1, 0, 0, 0, 0, 0, 3603, 0, 0, 46371, 30597, 2344, 0, 0, 0, 49933, 9, 108, 66, 324, 344
1617, 874, 3, 0, 1, 1, 0, 0, 0, 110, 0, 0, 0, 0, 159, 0, 1, 0, 0, 0, 0, 0, 221, 0, 0, 71, 0, 116, 0, 0, 0, 147, 1, 27, 17, 34, 42
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
163515, 86449, 42, 0, 1, 1, 0, 0, 0, 12686, 0, 0, 0, 0, 2176, 0, 1, 0, 0, 0, 0, 0, 2867, 0, 0, 34146, 22407, 2082, 0, 0, 0, 36700, 2, 96, 64, 247, 247
11, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5362, 2827, 3, 0, 1, 1, 0, 0, 0, 363, 0, 0, 0, 0, 502, 0, 1, 0, 0, 0, 0, 0, 617, 0, 0, 567, 293, 264, 0, 0, 0, 888, 1, 49, 12, 39, 47
155356, 81943, 42, 0, 1, 1, 0, 0, 0, 11980, 0, 0, 0, 0, 1907, 0, 1, 0, 0, 0, 0, 0, 2550, 0, 0, 32874, 21692, 1696, 0, 0, 0, 34817, 1, 104, 62, 247, 245
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
36421, 18715, 42, 0, 1, 1, 0, 0, 0, 2675, 0, 0, 0, 0, 1255, 0, 1, 0, 0, 0, 0, 0, 1724, 0, 0, 6323, 4037, 1135, 0, 0, 0, 7519, 1, 86, 34, 203, 194
